"atlas","tissue","celltype","method","no_of_markers","loading_time","query_time"
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","seurat","1",1.51999999999998,0.0650000000000546
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","seurat-sparseMatrix","1",2.13599999999997,0.0659999999998035
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","loom-1000","1",0.221000000000004,0.337999999999965
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","loom-5000","1",0.173000000000002,0.365999999999985
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","scfind","2",1.01299999999992,0.0209999999999582
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","sce","2",2.15200000000004,0.311000000000149
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","sce-sparseMatrix","2",0.871999999999957,0.393000000000029
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","seurat","2",1.51999999999998,0.260999999999967
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","seurat-sparseMatrix","2",2.13599999999997,0.259000000000015
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","loom-1000","2",0.221000000000004,0.373000000000047
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","loom-5000","2",0.173000000000002,0.413999999999987
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","scfind","3",1.01299999999992,0.0260000000000673
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","sce","3",2.15200000000004,0.380999999999858
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","sce-sparseMatrix","3",0.871999999999957,0.376000000000204
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","seurat","3",1.51999999999998,0.36200000000008
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","seurat-sparseMatrix","3",2.13599999999997,0.372000000000071
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","loom-1000","3",0.221000000000004,0.354000000000042
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","loom-5000","3",0.173000000000002,0.346000000000004
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","scfind","4",1.01299999999992,0.0209999999999582
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","sce","4",2.15200000000004,0.309999999999945
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","sce-sparseMatrix","4",0.871999999999957,0.368999999999915
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","seurat","4",1.51999999999998,0.464999999999918
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","seurat-sparseMatrix","4",2.13599999999997,0.463999999999942
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","loom-1000","4",0.221000000000004,0.34900000000016
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","loom-5000","4",0.173000000000002,0.365999999999985
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","scfind","5",1.01299999999992,0.0229999999999109
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","sce","5",2.15200000000004,0.324000000000069
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","sce-sparseMatrix","5",0.871999999999957,0.355000000000018
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","seurat","5",1.51999999999998,0.589999999999918
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","seurat-sparseMatrix","5",2.13599999999997,1.09799999999996
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","loom-1000","5",0.221000000000004,0.337999999999965
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","loom-5000","5",0.173000000000002,0.354000000000042
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","scfind","6",1.01299999999992,0.0219999999999345
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","sce","6",2.15200000000004,0.309000000000196
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","sce-sparseMatrix","6",0.871999999999957,0.393000000000029
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","seurat","6",1.51999999999998,0.674999999999955
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","seurat-sparseMatrix","6",2.13599999999997,0.713999999999942
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","loom-1000","6",0.221000000000004,0.345000000000027
"TM, FACS","BrainNeurons","BrainNeurons.Bergmann glial cell","loom-5000","6",0.173000000000002,0.365000000000009
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","scfind","1",1.01299999999992,0.0190000000000055
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","sce","1",2.15200000000004,0.332000000000107
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","sce-sparseMatrix","1",0.871999999999957,0.354000000000042
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","seurat","1",1.51999999999998,0.0679999999999836
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","seurat-sparseMatrix","1",2.13599999999997,0.0669999999997799
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","loom-1000","1",0.221000000000004,0.318000000000211
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","loom-5000","1",0.173000000000002,0.351999999999862
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","scfind","2",1.01299999999992,0.0219999999999345
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","sce","2",2.15200000000004,0.342000000000098
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","sce-sparseMatrix","2",0.871999999999957,0.401999999999816
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","seurat","2",1.51999999999998,0.26299999999992
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","seurat-sparseMatrix","2",2.13599999999997,0.264000000000124
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","loom-1000","2",0.221000000000004,0.437999999999874
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","loom-5000","2",0.173000000000002,0.323000000000093
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","scfind","3",1.01299999999992,0.0209999999999582
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","sce","3",2.15200000000004,0.353999999999814
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","sce-sparseMatrix","3",0.871999999999957,0.378000000000156
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","seurat","3",1.51999999999998,0.360000000000127
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","seurat-sparseMatrix","3",2.13599999999997,0.355999999999995
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","loom-1000","3",0.221000000000004,0.350999999999885
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","loom-5000","3",0.173000000000002,0.363000000000056
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","scfind","4",1.01299999999992,0.0199999999999818
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","sce","4",2.15200000000004,0.307999999999993
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","sce-sparseMatrix","4",0.871999999999957,0.365999999999985
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","seurat","4",1.51999999999998,0.465000000000146
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","seurat-sparseMatrix","4",2.13599999999997,0.462999999999965
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","loom-1000","4",0.221000000000004,0.351000000000113
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","loom-5000","4",0.173000000000002,0.349999999999909
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","scfind","5",1.01299999999992,0.0219999999999345
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","sce","5",2.15200000000004,0.323000000000093
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","sce-sparseMatrix","5",0.871999999999957,0.366999999999962
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","seurat","5",1.51999999999998,0.585000000000036
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","seurat-sparseMatrix","5",2.13599999999997,1.10400000000004
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","loom-1000","5",0.221000000000004,0.342999999999847
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","loom-5000","5",0.173000000000002,0.355999999999995
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","scfind","6",1.01299999999992,0.0229999999999109
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","sce","6",2.15200000000004,0.308999999999969
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","sce-sparseMatrix","6",0.871999999999957,0.371000000000095
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","seurat","6",1.51999999999998,0.720000000000027
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","seurat-sparseMatrix","6",2.13599999999997,0.668999999999869
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","loom-1000","6",0.221000000000004,0.383000000000038
"TM, FACS","BrainNeurons","BrainNeurons.brain pericyte","loom-5000","6",0.173000000000002,0.396000000000186
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","scfind","1",1.01299999999992,0.0180000000000291
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","sce","1",2.15200000000004,0.317000000000007
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","sce-sparseMatrix","1",0.871999999999957,0.363000000000056
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","seurat","1",1.51999999999998,0.0650000000000546
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","seurat-sparseMatrix","1",2.13599999999997,0.0650000000000546
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","loom-1000","1",0.221000000000004,0.356999999999971
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","loom-5000","1",0.173000000000002,0.385999999999967
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","scfind","2",1.01299999999992,0.0210000000001855
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","sce","2",2.15200000000004,0.301999999999907
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","sce-sparseMatrix","2",0.871999999999957,0.394000000000005
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","seurat","2",1.51999999999998,0.256999999999834
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","seurat-sparseMatrix","2",2.13599999999997,0.258000000000038
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","loom-1000","2",0.221000000000004,0.355000000000018
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","loom-5000","2",0.173000000000002,0.336000000000013
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","scfind","3",1.01299999999992,0.0209999999999582
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","sce","3",2.15200000000004,0.30600000000004
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","sce-sparseMatrix","3",0.871999999999957,0.365999999999985
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","seurat","3",1.51999999999998,0.365000000000009
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","seurat-sparseMatrix","3",2.13599999999997,0.357999999999947
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","loom-1000","3",0.221000000000004,0.388999999999896
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","loom-5000","3",0.173000000000002,0.338999999999942
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","scfind","4",1.01299999999992,0.0229999999999109
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","sce","4",2.15200000000004,0.384999999999991
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","sce-sparseMatrix","4",0.871999999999957,0.353000000000065
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","seurat","4",1.51999999999998,0.489000000000033
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","seurat-sparseMatrix","4",2.13599999999997,0.511999999999944
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","loom-1000","4",0.221000000000004,0.394999999999982
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","loom-5000","4",0.173000000000002,0.347999999999956
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","scfind","5",1.01299999999992,0.0219999999999345
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","sce","5",2.15200000000004,0.30600000000004
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","sce-sparseMatrix","5",0.871999999999957,0.370999999999867
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","seurat","5",1.51999999999998,0.586000000000013
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","seurat-sparseMatrix","5",2.13599999999997,0.6099999999999
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","loom-1000","5",0.221000000000004,0.337999999999965
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","loom-5000","5",0.173000000000002,0.353999999999814
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","scfind","6",1.01299999999992,0.0229999999999109
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","sce","6",2.15200000000004,0.307000000000016
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","sce-sparseMatrix","6",0.871999999999957,0.419000000000096
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","seurat","6",1.51999999999998,0.683999999999969
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","seurat-sparseMatrix","6",2.13599999999997,0.694000000000187
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","loom-1000","6",0.221000000000004,0.345000000000027
"TM, FACS","BrainNeurons","BrainNeurons.endothelial cell","loom-5000","6",0.173000000000002,0.364000000000033
"TM, FACS","BrainNeurons","BrainNeurons.neuron","scfind","1",1.01299999999992,0.0199999999999818
"TM, FACS","BrainNeurons","BrainNeurons.neuron","sce","1",2.15200000000004,0.324000000000069
"TM, FACS","BrainNeurons","BrainNeurons.neuron","sce-sparseMatrix","1",0.871999999999957,0.43100000000004
"TM, FACS","BrainNeurons","BrainNeurons.neuron","seurat","1",1.51999999999998,0.06899999999996
"TM, FACS","BrainNeurons","BrainNeurons.neuron","seurat-sparseMatrix","1",2.13599999999997,0.06899999999996
"TM, FACS","BrainNeurons","BrainNeurons.neuron","loom-1000","1",0.221000000000004,0.370000000000118
"TM, FACS","BrainNeurons","BrainNeurons.neuron","loom-5000","1",0.173000000000002,0.323000000000093
"TM, FACS","BrainNeurons","BrainNeurons.neuron","scfind","2",1.01299999999992,0.0209999999999582
"TM, FACS","BrainNeurons","BrainNeurons.neuron","sce","2",2.15200000000004,0.330000000000155
"TM, FACS","BrainNeurons","BrainNeurons.neuron","sce-sparseMatrix","2",0.871999999999957,0.355999999999995
"TM, FACS","BrainNeurons","BrainNeurons.neuron","seurat","2",1.51999999999998,0.269000000000005
"TM, FACS","BrainNeurons","BrainNeurons.neuron","seurat-sparseMatrix","2",2.13599999999997,0.260999999999967
"TM, FACS","BrainNeurons","BrainNeurons.neuron","loom-1000","2",0.221000000000004,0.363000000000056
"TM, FACS","BrainNeurons","BrainNeurons.neuron","loom-5000","2",0.173000000000002,0.346000000000004
"TM, FACS","BrainNeurons","BrainNeurons.neuron","scfind","3",1.01299999999992,0.0219999999999345
"TM, FACS","BrainNeurons","BrainNeurons.neuron","sce","3",2.15200000000004,0.364000000000033
"TM, FACS","BrainNeurons","BrainNeurons.neuron","sce-sparseMatrix","3",0.871999999999957,0.355000000000018
"TM, FACS","BrainNeurons","BrainNeurons.neuron","seurat","3",1.51999999999998,0.365999999999985
"TM, FACS","BrainNeurons","BrainNeurons.neuron","seurat-sparseMatrix","3",2.13599999999997,0.369999999999891
"TM, FACS","BrainNeurons","BrainNeurons.neuron","loom-1000","3",0.221000000000004,0.360000000000127
"TM, FACS","BrainNeurons","BrainNeurons.neuron","loom-5000","3",0.173000000000002,0.33400000000006
"TM, FACS","BrainNeurons","BrainNeurons.neuron","scfind","4",1.01299999999992,0.0229999999999109
"TM, FACS","BrainNeurons","BrainNeurons.neuron","sce","4",2.15200000000004,0.327999999999975
"TM, FACS","BrainNeurons","BrainNeurons.neuron","sce-sparseMatrix","4",0.871999999999957,0.373000000000047
"TM, FACS","BrainNeurons","BrainNeurons.neuron","seurat","4",1.51999999999998,0.481999999999971
"TM, FACS","BrainNeurons","BrainNeurons.neuron","seurat-sparseMatrix","4",2.13599999999997,0.488000000000056
"TM, FACS","BrainNeurons","BrainNeurons.neuron","loom-1000","4",0.221000000000004,0.373000000000047
"TM, FACS","BrainNeurons","BrainNeurons.neuron","loom-5000","4",0.173000000000002,0.448000000000093
"TM, FACS","BrainNeurons","BrainNeurons.neuron","scfind","5",1.01299999999992,0.0260000000000673
"TM, FACS","BrainNeurons","BrainNeurons.neuron","sce","5",2.15200000000004,0.333999999999833
"TM, FACS","BrainNeurons","BrainNeurons.neuron","sce-sparseMatrix","5",0.871999999999957,0.355999999999995
"TM, FACS","BrainNeurons","BrainNeurons.neuron","seurat","5",1.51999999999998,0.596000000000004
"TM, FACS","BrainNeurons","BrainNeurons.neuron","seurat-sparseMatrix","5",2.13599999999997,0.598999999999933
"TM, FACS","BrainNeurons","BrainNeurons.neuron","loom-1000","5",0.221000000000004,0.346000000000004
"TM, FACS","BrainNeurons","BrainNeurons.neuron","loom-5000","5",0.173000000000002,0.412000000000035
"TM, FACS","BrainNeurons","BrainNeurons.neuron","scfind","6",1.01299999999992,0.0239999999998872
"TM, FACS","BrainNeurons","BrainNeurons.neuron","sce","6",2.15200000000004,0.333000000000084
"TM, FACS","BrainNeurons","BrainNeurons.neuron","sce-sparseMatrix","6",0.871999999999957,0.432999999999993
"TM, FACS","BrainNeurons","BrainNeurons.neuron","seurat","6",1.51999999999998,0.694999999999936
"TM, FACS","BrainNeurons","BrainNeurons.neuron","seurat-sparseMatrix","6",2.13599999999997,1.22299999999996
"TM, FACS","BrainNeurons","BrainNeurons.neuron","loom-1000","6",0.221000000000004,0.366999999999962
"TM, FACS","BrainNeurons","BrainNeurons.neuron","loom-5000","6",0.173000000000002,0.444999999999936
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","scfind","1",1.01299999999992,0.0199999999999818
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce","1",2.15200000000004,0.383000000000038
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce-sparseMatrix","1",0.871999999999957,0.354000000000042
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat","1",1.51999999999998,0.0670000000000073
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat-sparseMatrix","1",2.13599999999997,0.0660000000000309
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-1000","1",0.221000000000004,0.353000000000065
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-5000","1",0.173000000000002,0.319999999999936
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","scfind","2",1.01299999999992,0.0199999999999818
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce","2",2.15200000000004,0.322999999999865
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce-sparseMatrix","2",0.871999999999957,0.369000000000142
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat","2",1.51999999999998,0.303000000000111
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat-sparseMatrix","2",2.13599999999997,0.2650000000001
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-1000","2",0.221000000000004,0.858999999999924
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-5000","2",0.173000000000002,0.323000000000093
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","scfind","3",1.01299999999992,0.0220000000001619
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce","3",2.15200000000004,0.394000000000005
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce-sparseMatrix","3",0.871999999999957,0.353999999999814
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat","3",1.51999999999998,0.365000000000009
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat-sparseMatrix","3",2.13599999999997,0.364000000000033
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-1000","3",0.221000000000004,0.413999999999987
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-5000","3",0.173000000000002,0.372000000000071
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","scfind","4",1.01299999999992,0.0210000000001855
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce","4",2.15200000000004,0.310999999999922
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce-sparseMatrix","4",0.871999999999957,0.374000000000024
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat","4",1.51999999999998,0.470000000000027
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat-sparseMatrix","4",2.13599999999997,0.461999999999989
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-1000","4",0.221000000000004,0.364000000000033
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-5000","4",0.173000000000002,0.338999999999942
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","scfind","5",1.01299999999992,0.0209999999999582
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce","5",2.15200000000004,0.326999999999998
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce-sparseMatrix","5",0.871999999999957,0.351000000000113
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat","5",1.51999999999998,0.587999999999965
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat-sparseMatrix","5",2.13599999999997,0.600000000000136
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-1000","5",0.221000000000004,0.394999999999982
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-5000","5",0.173000000000002,0.422000000000025
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","scfind","6",1.01299999999992,0.0230000000001382
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce","6",2.15200000000004,0.309999999999945
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce-sparseMatrix","6",0.871999999999957,0.375999999999976
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat","6",1.51999999999998,1.21800000000007
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat-sparseMatrix","6",2.13599999999997,0.730000000000018
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-1000","6",0.221000000000004,0.365000000000009
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-5000","6",0.173000000000002,0.349999999999909
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","scfind","1",1.01299999999992,0.0209999999999582
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce","1",2.15200000000004,0.375
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce-sparseMatrix","1",0.871999999999957,0.353999999999814
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat","1",1.51999999999998,0.06899999999996
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat-sparseMatrix","1",2.13599999999997,0.0679999999999836
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-1000","1",0.221000000000004,0.840000000000146
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-5000","1",0.173000000000002,0.322999999999865
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","scfind","2",1.01299999999992,0.0229999999999109
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce","2",2.15200000000004,0.315000000000055
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce-sparseMatrix","2",0.871999999999957,0.371000000000095
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat","2",1.51999999999998,0.266999999999825
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat-sparseMatrix","2",2.13599999999997,0.271000000000186
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-1000","2",0.221000000000004,0.979000000000269
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-5000","2",0.173000000000002,0.33199999999988
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","scfind","3",1.01299999999992,0.024000000000342
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce","3",2.15200000000004,0.385000000000218
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce-sparseMatrix","3",0.871999999999957,0.363000000000284
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat","3",1.51999999999998,0.375
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat-sparseMatrix","3",2.13599999999997,0.371999999999844
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-1000","3",0.221000000000004,0.38799999999992
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-5000","3",0.173000000000002,0.332000000000335
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","scfind","4",1.01299999999992,0.0230000000001382
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce","4",2.15200000000004,0.329999999999927
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce-sparseMatrix","4",0.871999999999957,0.373000000000047
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat","4",1.51999999999998,0.530999999999949
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat-sparseMatrix","4",2.13599999999997,1.03800000000001
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-1000","4",0.221000000000004,0.344000000000051
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-5000","4",0.173000000000002,0.360999999999876
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","scfind","5",1.01299999999992,0.0229999999996835
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce","5",2.15200000000004,0.313000000000102
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce-sparseMatrix","5",0.871999999999957,0.380999999999858
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat","5",1.51999999999998,0.624000000000251
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat-sparseMatrix","5",2.13599999999997,0.664000000000215
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-1000","5",0.221000000000004,0.347000000000207
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-5000","5",0.173000000000002,0.36200000000008
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","scfind","6",1.01299999999992,0.0219999999999345
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce","6",2.15200000000004,0.33199999999988
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce-sparseMatrix","6",0.871999999999957,0.358000000000175
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat","6",1.51999999999998,1.19999999999982
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat-sparseMatrix","6",2.13599999999997,0.715000000000146
