	ref	merged	Index	Celltype	genenames
TM, FACS - Heart.cardiac muscle cell-Hhatl	0.800000011920929	0.800000011920929	TM, FACS	Heart.cardiac muscle cell	Hhatl
TM, FACS - Heart.cardiac muscle cell-Hfe2	0.798561155796051	0.798561155796051	TM, FACS	Heart.cardiac muscle cell	Hfe2
TM, FACS - Heart.cardiac muscle cell-Art1	0.788104057312012	0.788104057312012	TM, FACS	Heart.cardiac muscle cell	Art1
TM, FACS - Heart.cardiac muscle cell-Lmod2	0.78145694732666	0.78145694732666	TM, FACS	Heart.cardiac muscle cell	Lmod2
TM, FACS - Heart.cardiac muscle cell-Trim54	0.780303061008453	0.780303061008453	TM, FACS	Heart.cardiac muscle cell	Trim54
TM, FACS - Heart.cardiac muscle cell-Asb11	0.780082941055298	0.780082941055298	TM, FACS	Heart.cardiac muscle cell	Asb11
TM, FACS - Heart.cardiac muscle cell-Trim63	0.779527544975281	0.779527544975281	TM, FACS	Heart.cardiac muscle cell	Trim63
TM, FACS - Heart.cardiac muscle cell-Myom2	0.778523504734039	0.778523504734039	TM, FACS	Heart.cardiac muscle cell	Myom2
TM, FACS - Heart.cardiac muscle cell-Itgb1bp2	0.778210163116455	0.778210163116455	TM, FACS	Heart.cardiac muscle cell	Itgb1bp2
TM, FACS - Heart.cardiac muscle cell-Ppp1r3a	0.778210163116455	0.778210163116455	TM, FACS	Heart.cardiac muscle cell	Ppp1r3a
TM, FACS - Heart.cardiac muscle cell-Klhl31	0.77732789516449	0.77732789516449	TM, FACS	Heart.cardiac muscle cell	Klhl31
TM, FACS - Heart.cardiac muscle cell-Fitm1	0.772200703620911	0.772200703620911	TM, FACS	Heart.cardiac muscle cell	Fitm1
TM, FACS - Heart.cardiac muscle cell-D830005E20Rik	0.771784245967865	0.771784245967865	TM, FACS	Heart.cardiac muscle cell	D830005E20Rik
TM, FACS - Heart.cardiac muscle cell-D830015G02Rik	0.771084308624268	0.771084308624268	TM, FACS	Heart.cardiac muscle cell	D830015G02Rik
TM, FACS - Heart.cardiac muscle cell-Cpt1b	0.769230782985687	0.769230782985687	TM, FACS	Heart.cardiac muscle cell	Cpt1b
TM, FACS - Heart.cardiac muscle cell-Ank1	0.765676498413086	0.765676498413086	TM, FACS	Heart.cardiac muscle cell	Ank1
TM, FACS - Heart.cardiac muscle cell-Mylk3	0.762762784957886	0.762762784957886	TM, FACS	Heart.cardiac muscle cell	Mylk3
TM, FACS - Heart.cardiac muscle cell-9330158H04Rik	0.761904776096344	0.761904776096344	TM, FACS	Heart.cardiac muscle cell	9330158H04Rik
TM, FACS - Heart.cardiac muscle cell-Apobec2	0.761904776096344	0.761904776096344	TM, FACS	Heart.cardiac muscle cell	Apobec2
TM, FACS - Heart.cardiac muscle cell-Sgcg	0.761904776096344	0.761904776096344	TM, FACS	Heart.cardiac muscle cell	Sgcg
TM, FACS - Heart.cardiac muscle cell-2310046A06Rik	0.754863798618317	0.754863798618317	TM, FACS	Heart.cardiac muscle cell	2310046A06Rik
TM, FACS - Heart.cardiac muscle cell-Dhrs7c	0.754448413848877	0.754448413848877	TM, FACS	Heart.cardiac muscle cell	Dhrs7c
TM, FACS - Heart.cardiac muscle cell-C130080G10Rik	0.75254237651825	0.75254237651825	TM, FACS	Heart.cardiac muscle cell	C130080G10Rik
TM, FACS - Heart.cardiac muscle cell-Yipf7	0.752136707305908	0.752136707305908	TM, FACS	Heart.cardiac muscle cell	Yipf7
TM, FACS - Heart.cardiac muscle cell-Ckmt2	0.748503029346466	0.748503029346466	TM, FACS	Heart.cardiac muscle cell	Ckmt2
TM, FACS - Heart.cardiac muscle cell-Myh7	0.746376812458038	0.746376812458038	TM, FACS	Heart.cardiac muscle cell	Myh7
TM, FACS - Heart.cardiac muscle cell-Nrap	0.740157544612885	0.740157544612885	TM, FACS	Heart.cardiac muscle cell	Nrap
TM, FACS - Heart.cardiac muscle cell-Kcnj11	0.736401677131653	0.736401677131653	TM, FACS	Heart.cardiac muscle cell	Kcnj11
TM, 10X - Heart.cardiac muscle cell-Myom2	0.778523504734039	0.736111104488373	TM, 10X	Heart.cardiac muscle cell	Myom2
TM, 10X - Heart.cardiac muscle cell-Ank1	0.765676498413086	0.646616518497467	TM, 10X	Heart.cardiac muscle cell	Ank1
TM, 10X - Heart.cardiac muscle cell-Mylk3	0.762762784957886	0.651851892471313	TM, 10X	Heart.cardiac muscle cell	Mylk3
TM, 10X - Heart.cardiac muscle cell-Ckmt2	0.748503029346466	0.657342672348022	TM, 10X	Heart.cardiac muscle cell	Ckmt2
Seurat v3 - Heart.cardiac muscle cell-Smyd1	0.815384566783905	0.740157544612885	Seurat v3	Heart.cardiac muscle cell	Smyd1
Seurat v3 - Heart.cardiac muscle cell-Fsd2	0.806083679199219	0.697050929069519	Seurat v3	Heart.cardiac muscle cell	Fsd2
Seurat v3 - Heart.cardiac muscle cell-Hfe2	0.798561155796051	0.710784316062927	Seurat v3	Heart.cardiac muscle cell	Hfe2
Seurat v3 - Heart.cardiac muscle cell-Art1	0.788104057312012	0.708333313465118	Seurat v3	Heart.cardiac muscle cell	Art1
Seurat v3 - Heart.cardiac muscle cell-Lmod2	0.78145694732666	0.736111104488373	Seurat v3	Heart.cardiac muscle cell	Lmod2
Seurat v3 - Heart.cardiac muscle cell-Trim54	0.780303061008453	0.689839601516724	Seurat v3	Heart.cardiac muscle cell	Trim54
Seurat v3 - Heart.cardiac muscle cell-Asb11	0.780082941055298	0.683760643005371	Seurat v3	Heart.cardiac muscle cell	Asb11
Seurat v3 - Heart.cardiac muscle cell-Trim63	0.779527544975281	0.720000028610229	Seurat v3	Heart.cardiac muscle cell	Trim63
Seurat v3 - Heart.cardiac muscle cell-Myom2	0.778523504734039	0.764705896377563	Seurat v3	Heart.cardiac muscle cell	Myom2
Seurat v3 - Heart.cardiac muscle cell-Itgb1bp2	0.778210163116455	0.71240109205246	Seurat v3	Heart.cardiac muscle cell	Itgb1bp2
Seurat v3 - Heart.cardiac muscle cell-D830015G02Rik	0.771084308624268	0.693548381328583	Seurat v3	Heart.cardiac muscle cell	D830015G02Rik
Seurat v3 - Heart.cardiac muscle cell-Ank1	0.765676498413086	0.726436734199524	Seurat v3	Heart.cardiac muscle cell	Ank1
Seurat v3 - Heart.cardiac muscle cell-Mylk3	0.762762784957886	0.730769217014313	Seurat v3	Heart.cardiac muscle cell	Mylk3
Seurat v3 - Heart.cardiac muscle cell-Apobec2	0.761904776096344	0.703614413738251	Seurat v3	Heart.cardiac muscle cell	Apobec2
Seurat v3 - Heart.cardiac muscle cell-Sgcg	0.761904776096344	0.716180384159088	Seurat v3	Heart.cardiac muscle cell	Sgcg
Seurat v3 - Heart.cardiac muscle cell-2310046A06Rik	0.754863798618317	0.688000023365021	Seurat v3	Heart.cardiac muscle cell	2310046A06Rik
Seurat v3 - Heart.cardiac muscle cell-C130080G10Rik	0.75254237651825	0.692124128341675	Seurat v3	Heart.cardiac muscle cell	C130080G10Rik
Seurat v3 - Heart.cardiac muscle cell-Ckmt2	0.748503029346466	0.721174001693726	Seurat v3	Heart.cardiac muscle cell	Ckmt2
Seurat v3 - Heart.cardiac muscle cell-Nrap	0.740157544612885	0.677419304847717	Seurat v3	Heart.cardiac muscle cell	Nrap
TM, FACS - Heart.endocardial cell-Gpm6a	0.719626128673553	0.719626128673553	TM, FACS	Heart.endocardial cell	Gpm6a
TM, FACS - Heart.endocardial cell-Tmem108	0.692957699298859	0.692957699298859	TM, FACS	Heart.endocardial cell	Tmem108
TM, FACS - Heart.endocardial cell-Vwf	0.665263175964355	0.665263175964355	TM, FACS	Heart.endocardial cell	Vwf
TM, FACS - Heart.endocardial cell-Bmx	0.66137570142746	0.66137570142746	TM, FACS	Heart.endocardial cell	Bmx
TM, FACS - Heart.endocardial cell-Plagl1	0.634271085262299	0.634271085262299	TM, FACS	Heart.endocardial cell	Plagl1
TM, FACS - Heart.endocardial cell-Prr15	0.614583373069763	0.614583373069763	TM, FACS	Heart.endocardial cell	Prr15
TM, FACS - Heart.endocardial cell-Comp	0.604774534702301	0.604774534702301	TM, FACS	Heart.endocardial cell	Comp
TM, FACS - Heart.endocardial cell-H19	0.58208954334259	0.58208954334259	TM, FACS	Heart.endocardial cell	H19
TM, FACS - Heart.endocardial cell-Npr3	0.560846567153931	0.560846567153931	TM, FACS	Heart.endocardial cell	Npr3
TM, FACS - Heart.endocardial cell-Cytl1	0.555555582046509	0.555555582046509	TM, FACS	Heart.endocardial cell	Cytl1
TM, FACS - Heart.endocardial cell-Amigo2	0.506172835826874	0.506172835826874	TM, FACS	Heart.endocardial cell	Amigo2
TM, FACS - Heart.endocardial cell-Gpr77	0.494186013936996	0.494186013936996	TM, FACS	Heart.endocardial cell	Gpr77
TM, FACS - Heart.endocardial cell-Gpr182	0.480857610702515	0.480857610702515	TM, FACS	Heart.endocardial cell	Gpr182
TM, FACS - Heart.endocardial cell-Smoc1	0.473988473415375	0.473988473415375	TM, FACS	Heart.endocardial cell	Smoc1
TM, FACS - Heart.endocardial cell-Bex4	0.473684191703796	0.473684191703796	TM, FACS	Heart.endocardial cell	Bex4
TM, FACS - Heart.endocardial cell-Cdh11	0.453038662672043	0.453038662672043	TM, FACS	Heart.endocardial cell	Cdh11
TM, FACS - Heart.endocardial cell-Fam174b	0.42454394698143	0.42454394698143	TM, FACS	Heart.endocardial cell	Fam174b
TM, FACS - Heart.endocardial cell-Pgm5	0.420600861310959	0.420600861310959	TM, FACS	Heart.endocardial cell	Pgm5
TM, FACS - Heart.endocardial cell-Sall1	0.420339018106461	0.420339018106461	TM, FACS	Heart.endocardial cell	Sall1
TM, FACS - Heart.endocardial cell-Irf6	0.409893959760666	0.409893959760666	TM, FACS	Heart.endocardial cell	Irf6
TM, FACS - Heart.endocardial cell-Megf6	0.408046007156372	0.408046007156372	TM, FACS	Heart.endocardial cell	Megf6
TM, FACS - Heart.endocardial cell-Lyve1	0.403614431619644	0.403614431619644	TM, FACS	Heart.endocardial cell	Lyve1
TM, FACS - Heart.endocardial cell-Pla2g7	0.402745991945267	0.402745991945267	TM, FACS	Heart.endocardial cell	Pla2g7
TM, FACS - Heart.endocardial cell-Ocln	0.400000005960464	0.400000005960464	TM, FACS	Heart.endocardial cell	Ocln
TM, FACS - Heart.endocardial cell-Col23a1	0.388888895511627	0.388888895511627	TM, FACS	Heart.endocardial cell	Col23a1
TM, FACS - Heart.endocardial cell-Rps6ka2	0.374581933021545	0.374581933021545	TM, FACS	Heart.endocardial cell	Rps6ka2
TM, FACS - Heart.endocardial cell-Colec11	0.373056977987289	0.373056977987289	TM, FACS	Heart.endocardial cell	Colec11
TM, FACS - Heart.endocardial cell-Spint2	0.366543650627136	0.366543650627136	TM, FACS	Heart.endocardial cell	Spint2
TM, FACS - Heart.endocardial cell-Ptgs1	0.363420426845551	0.363420426845551	TM, FACS	Heart.endocardial cell	Ptgs1
TM, FACS - Heart.endocardial cell-Tmem2	0.360477715730667	0.360477715730667	TM, FACS	Heart.endocardial cell	Tmem2
TM, 10X - Heart.endocardial cell-Gpm6a	0.719626128673553	0.833333313465118	TM, 10X	Heart.endocardial cell	Gpm6a
TM, 10X - Heart.endocardial cell-Tmem108	0.692957699298859	0.634615421295166	TM, 10X	Heart.endocardial cell	Tmem108
TM, 10X - Heart.endocardial cell-Vwf	0.665263175964355	0.748299360275269	TM, 10X	Heart.endocardial cell	Vwf
TM, 10X - Heart.endocardial cell-Bmx	0.66137570142746	0.781954884529114	TM, 10X	Heart.endocardial cell	Bmx
TM, 10X - Heart.endocardial cell-Plagl1	0.634271085262299	0.761194050312042	TM, 10X	Heart.endocardial cell	Plagl1
TM, 10X - Heart.endocardial cell-Prr15	0.614583373069763	0.585858583450317	TM, 10X	Heart.endocardial cell	Prr15
TM, 10X - Heart.endocardial cell-Comp	0.604774534702301	0.750000059604645	TM, 10X	Heart.endocardial cell	Comp
TM, 10X - Heart.endocardial cell-H19	0.58208954334259	0.640625	TM, 10X	Heart.endocardial cell	H19
TM, 10X - Heart.endocardial cell-Npr3	0.560846567153931	0.77215188741684	TM, 10X	Heart.endocardial cell	Npr3
TM, 10X - Heart.endocardial cell-Cytl1	0.555555582046509	0.651685416698456	TM, 10X	Heart.endocardial cell	Cytl1
TM, 10X - Heart.endocardial cell-Amigo2	0.506172835826874	0.599999964237213	TM, 10X	Heart.endocardial cell	Amigo2
TM, 10X - Heart.endocardial cell-Gpr182	0.480857610702515	0.736111164093018	TM, 10X	Heart.endocardial cell	Gpr182
TM, 10X - Heart.endocardial cell-Smoc1	0.473988473415375	0.737704932689667	TM, 10X	Heart.endocardial cell	Smoc1
TM, 10X - Heart.endocardial cell-Bex4	0.473684191703796	0.591836750507355	TM, 10X	Heart.endocardial cell	Bex4
TM, 10X - Heart.endocardial cell-Cdh11	0.453038662672043	0.74193549156189	TM, 10X	Heart.endocardial cell	Cdh11
TM, 10X - Heart.endocardial cell-Sall1	0.420339018106461	0.617021262645721	TM, 10X	Heart.endocardial cell	Sall1
TM, 10X - Heart.endocardial cell-Colec11	0.373056977987289	0.652173936367035	TM, 10X	Heart.endocardial cell	Colec11
TM, 10X - Heart.endocardial cell-Spint2	0.366543650627136	0.593023240566254	TM, 10X	Heart.endocardial cell	Spint2
TM, 10X - Heart.endocardial cell-Ptgs1	0.363420426845551	0.64804470539093	TM, 10X	Heart.endocardial cell	Ptgs1
TM, 10X - Heart.endocardial cell-Tmem2	0.360477715730667	0.589595317840576	TM, 10X	Heart.endocardial cell	Tmem2
Seurat v3 - Heart.endocardial cell-Gpm6a	0.719626128673553	0.744525551795959	Seurat v3	Heart.endocardial cell	Gpm6a
Seurat v3 - Heart.endocardial cell-Tmem108	0.692957699298859	0.679738581180573	Seurat v3	Heart.endocardial cell	Tmem108
Seurat v3 - Heart.endocardial cell-Vwf	0.665263175964355	0.684887409210205	Seurat v3	Heart.endocardial cell	Vwf
Seurat v3 - Heart.endocardial cell-Bmx	0.66137570142746	0.692759275436401	Seurat v3	Heart.endocardial cell	Bmx
Seurat v3 - Heart.endocardial cell-Plagl1	0.634271085262299	0.666666686534882	Seurat v3	Heart.endocardial cell	Plagl1
Seurat v3 - Heart.endocardial cell-Prr15	0.614583373069763	0.60869562625885	Seurat v3	Heart.endocardial cell	Prr15
Seurat v3 - Heart.endocardial cell-Comp	0.604774534702301	0.639838993549347	Seurat v3	Heart.endocardial cell	Comp
Seurat v3 - Heart.endocardial cell-H19	0.58208954334259	0.583120226860046	Seurat v3	Heart.endocardial cell	H19
Seurat v3 - Heart.endocardial cell-Npr3	0.560846567153931	0.606896579265594	Seurat v3	Heart.endocardial cell	Npr3
Seurat v3 - Heart.endocardial cell-Cytl1	0.555555582046509	0.57880437374115	Seurat v3	Heart.endocardial cell	Cytl1
Seurat v3 - Heart.endocardial cell-Amigo2	0.506172835826874	0.523489952087402	Seurat v3	Heart.endocardial cell	Amigo2
Seurat v3 - Heart.endocardial cell-Gpr77	0.494186013936996	0.460136651992798	Seurat v3	Heart.endocardial cell	Gpr77
Seurat v3 - Heart.endocardial cell-Gpr182	0.480857610702515	0.52697616815567	Seurat v3	Heart.endocardial cell	Gpr182
Seurat v3 - Heart.endocardial cell-Smoc1	0.473988473415375	0.524180948734283	Seurat v3	Heart.endocardial cell	Smoc1
Seurat v3 - Heart.endocardial cell-Bex4	0.473684191703796	0.505494475364685	Seurat v3	Heart.endocardial cell	Bex4
Seurat v3 - Heart.endocardial cell-Cdh11	0.453038662672043	0.506746590137482	Seurat v3	Heart.endocardial cell	Cdh11
Seurat v3 - Heart.endocardial cell-Fam174b	0.42454394698143	0.446173787117004	Seurat v3	Heart.endocardial cell	Fam174b
Seurat v3 - Heart.endocardial cell-Pgm5	0.420600861310959	0.448979586362839	Seurat v3	Heart.endocardial cell	Pgm5
Seurat v3 - Heart.endocardial cell-Sall1	0.420339018106461	0.46786630153656	Seurat v3	Heart.endocardial cell	Sall1
Seurat v3 - Heart.endocardial cell-Irf6	0.409893959760666	0.442666679620743	Seurat v3	Heart.endocardial cell	Irf6
Seurat v3 - Heart.endocardial cell-Megf6	0.408046007156372	0.424107164144516	Seurat v3	Heart.endocardial cell	Megf6
Seurat v3 - Heart.endocardial cell-Pla2g7	0.402745991945267	0.414023369550705	Seurat v3	Heart.endocardial cell	Pla2g7
Seurat v3 - Heart.endocardial cell-Ocln	0.400000005960464	0.397660821676254	Seurat v3	Heart.endocardial cell	Ocln
Seurat v3 - Heart.endocardial cell-Col23a1	0.388888895511627	0.423076897859573	Seurat v3	Heart.endocardial cell	Col23a1
Seurat v3 - Heart.endocardial cell-Rps6ka2	0.374581933021545	0.410256415605545	Seurat v3	Heart.endocardial cell	Rps6ka2
Seurat v3 - Heart.endocardial cell-Colec11	0.373056977987289	0.426778227090836	Seurat v3	Heart.endocardial cell	Colec11
Seurat v3 - Heart.endocardial cell-Spint2	0.366543650627136	0.40609136223793	Seurat v3	Heart.endocardial cell	Spint2
Seurat v3 - Heart.endocardial cell-Ptgs1	0.363420426845551	0.413320273160934	Seurat v3	Heart.endocardial cell	Ptgs1
Seurat v3 - Heart.endocardial cell-Tmem2	0.360477715730667	0.397072285413742	Seurat v3	Heart.endocardial cell	Tmem2
TM, FACS - Heart.endothelial cell-Cdh5	0.885767102241516	0.885767102241516	TM, FACS	Heart.endothelial cell	Cdh5
TM, FACS - Heart.endothelial cell-Gpihbp1	0.865682423114777	0.865682423114777	TM, FACS	Heart.endothelial cell	Gpihbp1
TM, FACS - Heart.endothelial cell-Cd300lg	0.839605391025543	0.839605391025543	TM, FACS	Heart.endothelial cell	Cd300lg
TM, FACS - Heart.endothelial cell-Gpr116	0.838478147983551	0.838478147983551	TM, FACS	Heart.endothelial cell	Gpr116
TM, FACS - Heart.endothelial cell-Egfl7	0.837631642818451	0.837631642818451	TM, FACS	Heart.endothelial cell	Egfl7
TM, FACS - Heart.endothelial cell-Kdr	0.837471783161163	0.837471783161163	TM, FACS	Heart.endothelial cell	Kdr
TM, FACS - Heart.endothelial cell-Eltd1	0.833927869796753	0.833927869796753	TM, FACS	Heart.endothelial cell	Eltd1
TM, FACS - Heart.endothelial cell-1190002H23Rik	0.828125	0.828125	TM, FACS	Heart.endothelial cell	1190002H23Rik
TM, FACS - Heart.endothelial cell-Flt1	0.827205896377563	0.827205896377563	TM, FACS	Heart.endothelial cell	Flt1
TM, FACS - Heart.endothelial cell-C1qtnf9	0.814355373382568	0.814355373382568	TM, FACS	Heart.endothelial cell	C1qtnf9
TM, FACS - Heart.endothelial cell-Tie1	0.814222931861877	0.814222931861877	TM, FACS	Heart.endothelial cell	Tie1
TM, FACS - Heart.endothelial cell-Ushbp1	0.812865495681763	0.812865495681763	TM, FACS	Heart.endothelial cell	Ushbp1
TM, FACS - Heart.endothelial cell-S1pr1	0.812794625759125	0.812794625759125	TM, FACS	Heart.endothelial cell	S1pr1
TM, FACS - Heart.endothelial cell-Tmem88	0.810503840446472	0.810503840446472	TM, FACS	Heart.endothelial cell	Tmem88
TM, FACS - Heart.endothelial cell-Ptprb	0.803795099258423	0.803795099258423	TM, FACS	Heart.endothelial cell	Ptprb
TM, FACS - Heart.endothelial cell-Cd93	0.800891518592834	0.800891518592834	TM, FACS	Heart.endothelial cell	Cd93
TM, FACS - Heart.endothelial cell-Aqp7	0.79896467924118	0.79896467924118	TM, FACS	Heart.endothelial cell	Aqp7
TM, FACS - Heart.endothelial cell-Sox18	0.798224329948425	0.798224329948425	TM, FACS	Heart.endothelial cell	Sox18
TM, FACS - Heart.endothelial cell-Emcn	0.792299151420593	0.792299151420593	TM, FACS	Heart.endothelial cell	Emcn
TM, FACS - Heart.endothelial cell-Tcf15	0.790774285793304	0.790774285793304	TM, FACS	Heart.endothelial cell	Tcf15
TM, FACS - Heart.endothelial cell-Pecam1	0.785616457462311	0.785616457462311	TM, FACS	Heart.endothelial cell	Pecam1
TM, FACS - Heart.endothelial cell-Myct1	0.782496750354767	0.782496750354767	TM, FACS	Heart.endothelial cell	Myct1
TM, FACS - Heart.endothelial cell-Gimap6	0.777935981750488	0.777935981750488	TM, FACS	Heart.endothelial cell	Gimap6
TM, FACS - Heart.endothelial cell-Tspan13	0.77442866563797	0.77442866563797	TM, FACS	Heart.endothelial cell	Tspan13
TM, FACS - Heart.endothelial cell-Esam	0.771632194519043	0.771632194519043	TM, FACS	Heart.endothelial cell	Esam
TM, FACS - Heart.endothelial cell-Icam2	0.76667982339859	0.76667982339859	TM, FACS	Heart.endothelial cell	Icam2
TM, FACS - Heart.endothelial cell-Srgn	0.766629934310913	0.766629934310913	TM, FACS	Heart.endothelial cell	Srgn
TM, FACS - Heart.endothelial cell-1810011O10Rik	0.765636265277863	0.765636265277863	TM, FACS	Heart.endothelial cell	1810011O10Rik
TM, FACS - Heart.endothelial cell-Podxl	0.764304041862488	0.764304041862488	TM, FACS	Heart.endothelial cell	Podxl
TM, FACS - Heart.endothelial cell-Kank3	0.759244740009308	0.759244740009308	TM, FACS	Heart.endothelial cell	Kank3
TM, 10X - Heart.endothelial cell-Cdh5	0.885767102241516	0.812933027744293	TM, 10X	Heart.endothelial cell	Cdh5
TM, 10X - Heart.endothelial cell-Gpihbp1	0.865682423114777	0.831683218479156	TM, 10X	Heart.endothelial cell	Gpihbp1
TM, 10X - Heart.endothelial cell-Cd300lg	0.839605391025543	0.833759546279907	TM, 10X	Heart.endothelial cell	Cd300lg
TM, 10X - Heart.endothelial cell-Gpr116	0.838478147983551	0.75	TM, 10X	Heart.endothelial cell	Gpr116
TM, 10X - Heart.endothelial cell-Egfl7	0.837631642818451	0.743589699268341	TM, 10X	Heart.endothelial cell	Egfl7
TM, 10X - Heart.endothelial cell-Kdr	0.837471783161163	0.786279678344727	TM, 10X	Heart.endothelial cell	Kdr
TM, 10X - Heart.endothelial cell-Eltd1	0.833927869796753	0.801047027111053	TM, 10X	Heart.endothelial cell	Eltd1
TM, 10X - Heart.endothelial cell-1190002H23Rik	0.828125	0.865591406822205	TM, 10X	Heart.endothelial cell	1190002H23Rik
TM, 10X - Heart.endothelial cell-Flt1	0.827205896377563	0.738219857215881	TM, 10X	Heart.endothelial cell	Flt1
TM, 10X - Heart.endothelial cell-C1qtnf9	0.814355373382568	0.879310309886932	TM, 10X	Heart.endothelial cell	C1qtnf9
TM, 10X - Heart.endothelial cell-Ushbp1	0.812865495681763	0.811267614364624	TM, 10X	Heart.endothelial cell	Ushbp1
TM, 10X - Heart.endothelial cell-Tmem88	0.810503840446472	0.815642476081848	TM, 10X	Heart.endothelial cell	Tmem88
TM, 10X - Heart.endothelial cell-Ptprb	0.803795099258423	0.788177371025085	TM, 10X	Heart.endothelial cell	Ptprb
TM, 10X - Heart.endothelial cell-Aqp7	0.79896467924118	0.794952690601349	TM, 10X	Heart.endothelial cell	Aqp7
TM, 10X - Heart.endothelial cell-Sox18	0.798224329948425	0.792650938034058	TM, 10X	Heart.endothelial cell	Sox18
TM, 10X - Heart.endothelial cell-Tcf15	0.790774285793304	0.860273957252502	TM, 10X	Heart.endothelial cell	Tcf15
TM, 10X - Heart.endothelial cell-Pecam1	0.785616457462311	0.731277585029602	TM, 10X	Heart.endothelial cell	Pecam1
TM, 10X - Heart.endothelial cell-Myct1	0.782496750354767	0.797814190387726	TM, 10X	Heart.endothelial cell	Myct1
TM, 10X - Heart.endothelial cell-Gimap6	0.777935981750488	0.739336490631104	TM, 10X	Heart.endothelial cell	Gimap6
TM, 10X - Heart.endothelial cell-Tspan13	0.77442866563797	0.76233184337616	TM, 10X	Heart.endothelial cell	Tspan13
TM, 10X - Heart.endothelial cell-Esam	0.771632194519043	0.731818199157715	TM, 10X	Heart.endothelial cell	Esam
TM, 10X - Heart.endothelial cell-Icam2	0.76667982339859	0.736077487468719	TM, 10X	Heart.endothelial cell	Icam2
TM, 10X - Heart.endothelial cell-1810011O10Rik	0.765636265277863	0.775510132312775	TM, 10X	Heart.endothelial cell	1810011O10Rik
TM, 10X - Heart.endothelial cell-Kank3	0.759244740009308	0.767624080181122	TM, 10X	Heart.endothelial cell	Kank3
Seurat v3 - Heart.endothelial cell-Cdh5	0.885767102241516	0.875996232032776	Seurat v3	Heart.endothelial cell	Cdh5
Seurat v3 - Heart.endothelial cell-Gpihbp1	0.865682423114777	0.861635208129883	Seurat v3	Heart.endothelial cell	Gpihbp1
Seurat v3 - Heart.endothelial cell-Cd300lg	0.839605391025543	0.838874697685242	Seurat v3	Heart.endothelial cell	Cd300lg
Seurat v3 - Heart.endothelial cell-Gpr116	0.838478147983551	0.827175974845886	Seurat v3	Heart.endothelial cell	Gpr116
Seurat v3 - Heart.endothelial cell-Egfl7	0.837631642818451	0.823967754840851	Seurat v3	Heart.endothelial cell	Egfl7
Seurat v3 - Heart.endothelial cell-Kdr	0.837471783161163	0.831083297729492	Seurat v3	Heart.endothelial cell	Kdr
Seurat v3 - Heart.endothelial cell-Eltd1	0.833927869796753	0.829604089260101	Seurat v3	Heart.endothelial cell	Eltd1
Seurat v3 - Heart.endothelial cell-1190002H23Rik	0.828125	0.832496881484985	Seurat v3	Heart.endothelial cell	1190002H23Rik
Seurat v3 - Heart.endothelial cell-Flt1	0.827205896377563	0.816247642040253	Seurat v3	Heart.endothelial cell	Flt1
Seurat v3 - Heart.endothelial cell-C1qtnf9	0.814355373382568	0.823032557964325	Seurat v3	Heart.endothelial cell	C1qtnf9
Seurat v3 - Heart.endothelial cell-Tie1	0.814222931861877	0.799584627151489	Seurat v3	Heart.endothelial cell	Tie1
Seurat v3 - Heart.endothelial cell-Ushbp1	0.812865495681763	0.81265914440155	Seurat v3	Heart.endothelial cell	Ushbp1
Seurat v3 - Heart.endothelial cell-S1pr1	0.812794625759125	0.797182261943817	Seurat v3	Heart.endothelial cell	S1pr1
Seurat v3 - Heart.endothelial cell-Tmem88	0.810503840446472	0.811083137989044	Seurat v3	Heart.endothelial cell	Tmem88
Seurat v3 - Heart.endothelial cell-Ptprb	0.803795099258423	0.801973700523376	Seurat v3	Heart.endothelial cell	Ptprb
Seurat v3 - Heart.endothelial cell-Cd93	0.800891518592834	0.780659675598145	Seurat v3	Heart.endothelial cell	Cd93
Seurat v3 - Heart.endothelial cell-Aqp7	0.79896467924118	0.798481941223145	Seurat v3	Heart.endothelial cell	Aqp7
Seurat v3 - Heart.endothelial cell-Sox18	0.798224329948425	0.797481656074524	Seurat v3	Heart.endothelial cell	Sox18
Seurat v3 - Heart.endothelial cell-Emcn	0.792299151420593	0.779388010501862	Seurat v3	Heart.endothelial cell	Emcn
Seurat v3 - Heart.endothelial cell-Tcf15	0.790774285793304	0.799856722354889	Seurat v3	Heart.endothelial cell	Tcf15
Seurat v3 - Heart.endothelial cell-Pecam1	0.785616457462311	0.778304636478424	Seurat v3	Heart.endothelial cell	Pecam1
Seurat v3 - Heart.endothelial cell-Myct1	0.782496750354767	0.784575402736664	Seurat v3	Heart.endothelial cell	Myct1
Seurat v3 - Heart.endothelial cell-Gimap6	0.777935981750488	0.77289605140686	Seurat v3	Heart.endothelial cell	Gimap6
Seurat v3 - Heart.endothelial cell-Tspan13	0.77442866563797	0.772871553897858	Seurat v3	Heart.endothelial cell	Tspan13
Seurat v3 - Heart.endothelial cell-Esam	0.771632194519043	0.766460001468658	Seurat v3	Heart.endothelial cell	Esam
Seurat v3 - Heart.endothelial cell-Icam2	0.76667982339859	0.762389659881592	Seurat v3	Heart.endothelial cell	Icam2
Seurat v3 - Heart.endothelial cell-Srgn	0.766629934310913	0.751741588115692	Seurat v3	Heart.endothelial cell	Srgn
Seurat v3 - Heart.endothelial cell-1810011O10Rik	0.765636265277863	0.766719937324524	Seurat v3	Heart.endothelial cell	1810011O10Rik
Seurat v3 - Heart.endothelial cell-Podxl	0.764304041862488	0.757553398609161	Seurat v3	Heart.endothelial cell	Podxl
