	ref	merged	Index	Celltype	genenames
TM, FACS - Mammary.basal cell-Fxyd3	0.966327309608459	0.966327309608459	TM, FACS	Mammary.basal cell	Fxyd3
TM, FACS - Mammary.basal cell-Lgals7	0.961492657661438	0.961492657661438	TM, FACS	Mammary.basal cell	Lgals7
TM, FACS - Mammary.basal cell-Krt5	0.959783434867859	0.959783434867859	TM, FACS	Mammary.basal cell	Krt5
TM, FACS - Mammary.basal cell-Tagln	0.951821446418762	0.951821446418762	TM, FACS	Mammary.basal cell	Tagln
TM, FACS - Mammary.basal cell-Tpm2	0.950267732143402	0.950267732143402	TM, FACS	Mammary.basal cell	Tpm2
TM, FACS - Mammary.basal cell-Sfn	0.94696968793869	0.94696968793869	TM, FACS	Mammary.basal cell	Sfn
TM, FACS - Mammary.basal cell-Lcn2	0.94590425491333	0.94590425491333	TM, FACS	Mammary.basal cell	Lcn2
TM, FACS - Mammary.basal cell-Plekhb1	0.945816814899445	0.945816814899445	TM, FACS	Mammary.basal cell	Plekhb1
TM, FACS - Mammary.basal cell-Serpinb5	0.945804834365845	0.945804834365845	TM, FACS	Mammary.basal cell	Serpinb5
TM, FACS - Mammary.basal cell-Cxcl14	0.942519903182983	0.942519903182983	TM, FACS	Mammary.basal cell	Cxcl14
TM, FACS - Mammary.basal cell-Bcam	0.938067018985748	0.938067018985748	TM, FACS	Mammary.basal cell	Bcam
TM, FACS - Mammary.basal cell-Mylk	0.937920153141022	0.937920153141022	TM, FACS	Mammary.basal cell	Mylk
TM, FACS - Mammary.basal cell-Gjb4	0.937601268291473	0.937601268291473	TM, FACS	Mammary.basal cell	Gjb4
TM, FACS - Mammary.basal cell-Runx1	0.937035501003265	0.937035501003265	TM, FACS	Mammary.basal cell	Runx1
TM, FACS - Mammary.basal cell-Krt17	0.936794638633728	0.936794638633728	TM, FACS	Mammary.basal cell	Krt17
TM, FACS - Mammary.basal cell-Cnn1	0.935980558395386	0.935980558395386	TM, FACS	Mammary.basal cell	Cnn1
TM, FACS - Mammary.basal cell-Dusp6	0.935135126113892	0.935135126113892	TM, FACS	Mammary.basal cell	Dusp6
TM, FACS - Mammary.basal cell-Spint2	0.933940827846527	0.933940827846527	TM, FACS	Mammary.basal cell	Spint2
TM, FACS - Mammary.basal cell-Sox9	0.933333337306976	0.933333337306976	TM, FACS	Mammary.basal cell	Sox9
TM, FACS - Mammary.basal cell-Clca2	0.932731747627258	0.932731747627258	TM, FACS	Mammary.basal cell	Clca2
TM, FACS - Mammary.basal cell-Actn1	0.930894315242767	0.930894315242767	TM, FACS	Mammary.basal cell	Actn1
TM, FACS - Mammary.basal cell-Tes	0.930872023105621	0.930872023105621	TM, FACS	Mammary.basal cell	Tes
TM, FACS - Mammary.basal cell-Perp	0.929532825946808	0.929532825946808	TM, FACS	Mammary.basal cell	Perp
TM, FACS - Mammary.basal cell-Epcam	0.929398536682129	0.929398536682129	TM, FACS	Mammary.basal cell	Epcam
TM, FACS - Mammary.basal cell-Krt14	0.929157435894012	0.929157435894012	TM, FACS	Mammary.basal cell	Krt14
TM, FACS - Mammary.basal cell-Ucp2	0.926348924636841	0.926348924636841	TM, FACS	Mammary.basal cell	Ucp2
TM, FACS - Mammary.basal cell-Myh11	0.921030759811401	0.921030759811401	TM, FACS	Mammary.basal cell	Myh11
TM, FACS - Mammary.basal cell-Tuba4a	0.920320153236389	0.920320153236389	TM, FACS	Mammary.basal cell	Tuba4a
TM, FACS - Mammary.basal cell-Dusp7	0.915187418460846	0.915187418460846	TM, FACS	Mammary.basal cell	Dusp7
TM, FACS - Mammary.basal cell-Pde4b	0.912725865840912	0.912725865840912	TM, FACS	Mammary.basal cell	Pde4b
TM, 10X - Mammary.basal cell-Fxyd3	0.966327309608459	0.882882833480835	TM, 10X	Mammary.basal cell	Fxyd3
TM, 10X - Mammary.basal cell-Lgals7	0.961492657661438	0.887372016906738	TM, 10X	Mammary.basal cell	Lgals7
TM, 10X - Mammary.basal cell-Krt5	0.959783434867859	0.937185943126678	TM, 10X	Mammary.basal cell	Krt5
TM, 10X - Mammary.basal cell-Tagln	0.951821446418762	0.823779225349426	TM, 10X	Mammary.basal cell	Tagln
TM, 10X - Mammary.basal cell-Plekhb1	0.945816814899445	0.818577587604523	TM, 10X	Mammary.basal cell	Plekhb1
TM, 10X - Mammary.basal cell-Serpinb5	0.945804834365845	0.90620881319046	TM, 10X	Mammary.basal cell	Serpinb5
TM, 10X - Mammary.basal cell-Gjb4	0.937601268291473	0.921319842338562	TM, 10X	Mammary.basal cell	Gjb4
TM, 10X - Mammary.basal cell-Runx1	0.937035501003265	0.831725597381592	TM, 10X	Mammary.basal cell	Runx1
TM, 10X - Mammary.basal cell-Krt17	0.936794638633728	0.792682886123657	TM, 10X	Mammary.basal cell	Krt17
TM, 10X - Mammary.basal cell-Cnn1	0.935980558395386	0.912280678749084	TM, 10X	Mammary.basal cell	Cnn1
TM, 10X - Mammary.basal cell-Sox9	0.933333337306976	0.804848551750183	TM, 10X	Mammary.basal cell	Sox9
TM, 10X - Mammary.basal cell-Clca2	0.932731747627258	0.875338792800903	TM, 10X	Mammary.basal cell	Clca2
TM, 10X - Mammary.basal cell-Perp	0.929532825946808	0.876117527484894	TM, 10X	Mammary.basal cell	Perp
TM, 10X - Mammary.basal cell-Myh11	0.921030759811401	0.828715324401855	TM, 10X	Mammary.basal cell	Myh11
TM, 10X - Mammary.basal cell-Dusp7	0.915187418460846	0.835566341876984	TM, 10X	Mammary.basal cell	Dusp7
Seurat v3 - Mammary.basal cell-Fxyd3	0.966327309608459	0.944799482822418	Seurat v3	Mammary.basal cell	Fxyd3
Seurat v3 - Mammary.basal cell-Lgals7	0.961492657661438	0.942318916320801	Seurat v3	Mammary.basal cell	Lgals7
Seurat v3 - Mammary.basal cell-Krt5	0.959783434867859	0.950712502002716	Seurat v3	Mammary.basal cell	Krt5
Seurat v3 - Mammary.basal cell-Tagln	0.951821446418762	0.917835712432861	Seurat v3	Mammary.basal cell	Tagln
Seurat v3 - Mammary.basal cell-Tpm2	0.950267732143402	0.906570553779602	Seurat v3	Mammary.basal cell	Tpm2
Seurat v3 - Mammary.basal cell-Sfn	0.94696968793869	0.877840161323547	Seurat v3	Mammary.basal cell	Sfn
Seurat v3 - Mammary.basal cell-Lcn2	0.94590425491333	0.892461240291595	Seurat v3	Mammary.basal cell	Lcn2
Seurat v3 - Mammary.basal cell-Plekhb1	0.945816814899445	0.878175854682922	Seurat v3	Mammary.basal cell	Plekhb1
Seurat v3 - Mammary.basal cell-Serpinb5	0.945804834365845	0.920912861824036	Seurat v3	Mammary.basal cell	Serpinb5
Seurat v3 - Mammary.basal cell-Cxcl14	0.942519903182983	0.892417192459106	Seurat v3	Mammary.basal cell	Cxcl14
Seurat v3 - Mammary.basal cell-Mylk	0.937920153141022	0.87436580657959	Seurat v3	Mammary.basal cell	Mylk
Seurat v3 - Mammary.basal cell-Gjb4	0.937601268291473	0.918666243553162	Seurat v3	Mammary.basal cell	Gjb4
Seurat v3 - Mammary.basal cell-Runx1	0.937035501003265	0.909090995788574	Seurat v3	Mammary.basal cell	Runx1
Seurat v3 - Mammary.basal cell-Krt17	0.936794638633728	0.894823789596558	Seurat v3	Mammary.basal cell	Krt17
Seurat v3 - Mammary.basal cell-Cnn1	0.935980558395386	0.925253808498383	Seurat v3	Mammary.basal cell	Cnn1
Seurat v3 - Mammary.basal cell-Spint2	0.933940827846527	0.877685964107513	Seurat v3	Mammary.basal cell	Spint2
Seurat v3 - Mammary.basal cell-Sox9	0.933333337306976	0.88656097650528	Seurat v3	Mammary.basal cell	Sox9
Seurat v3 - Mammary.basal cell-Clca2	0.932731747627258	0.898522794246674	Seurat v3	Mammary.basal cell	Clca2
Seurat v3 - Mammary.basal cell-Actn1	0.930894315242767	0.862535238265991	Seurat v3	Mammary.basal cell	Actn1
Seurat v3 - Mammary.basal cell-Perp	0.929532825946808	0.905752837657928	Seurat v3	Mammary.basal cell	Perp
Seurat v3 - Mammary.basal cell-Epcam	0.929398536682129	0.887609660625458	Seurat v3	Mammary.basal cell	Epcam
Seurat v3 - Mammary.basal cell-Krt14	0.929157435894012	0.887079238891602	Seurat v3	Mammary.basal cell	Krt14
Seurat v3 - Mammary.basal cell-Myh11	0.921030759811401	0.890147924423218	Seurat v3	Mammary.basal cell	Myh11
Seurat v3 - Mammary.basal cell-Tuba4a	0.920320153236389	0.88103985786438	Seurat v3	Mammary.basal cell	Tuba4a
Seurat v3 - Mammary.basal cell-Dusp7	0.915187418460846	0.900180339813232	Seurat v3	Mammary.basal cell	Dusp7
TM, FACS - Mammary.endothelial cell-Cdh5	0.821428596973419	0.821428596973419	TM, FACS	Mammary.endothelial cell	Cdh5
TM, FACS - Mammary.endothelial cell-Grrp1	0.723809540271759	0.723809540271759	TM, FACS	Mammary.endothelial cell	Grrp1
TM, FACS - Mammary.endothelial cell-Sox17	0.660550475120544	0.660550475120544	TM, FACS	Mammary.endothelial cell	Sox17
TM, FACS - Mammary.endothelial cell-Rbp7	0.61904764175415	0.61904764175415	TM, FACS	Mammary.endothelial cell	Rbp7
TM, FACS - Mammary.endothelial cell-Rasip1	0.617647051811218	0.617647051811218	TM, FACS	Mammary.endothelial cell	Rasip1
TM, FACS - Mammary.endothelial cell-Icam2	0.606896579265594	0.606896579265594	TM, FACS	Mammary.endothelial cell	Icam2
TM, FACS - Mammary.endothelial cell-Tie1	0.60550457239151	0.60550457239151	TM, FACS	Mammary.endothelial cell	Tie1
TM, FACS - Mammary.endothelial cell-Myct1	0.591836750507355	0.591836750507355	TM, FACS	Mammary.endothelial cell	Myct1
TM, FACS - Mammary.endothelial cell-Nos3	0.589473724365234	0.589473724365234	TM, FACS	Mammary.endothelial cell	Nos3
TM, FACS - Mammary.endothelial cell-Mmrn2	0.586666643619537	0.586666643619537	TM, FACS	Mammary.endothelial cell	Mmrn2
TM, FACS - Mammary.endothelial cell-Fam70b	0.585365831851959	0.585365831851959	TM, FACS	Mammary.endothelial cell	Fam70b
TM, FACS - Mammary.endothelial cell-Eltd1	0.576271176338196	0.576271176338196	TM, FACS	Mammary.endothelial cell	Eltd1
TM, FACS - Mammary.endothelial cell-Pecam1	0.566037714481354	0.566037714481354	TM, FACS	Mammary.endothelial cell	Pecam1
TM, FACS - Mammary.endothelial cell-Cd93	0.565789520740509	0.565789520740509	TM, FACS	Mammary.endothelial cell	Cd93
TM, FACS - Mammary.endothelial cell-Ptprb	0.561151087284088	0.561151087284088	TM, FACS	Mammary.endothelial cell	Ptprb
TM, FACS - Mammary.endothelial cell-Gpr4	0.551020383834839	0.551020383834839	TM, FACS	Mammary.endothelial cell	Gpr4
TM, FACS - Mammary.endothelial cell-Sema7a	0.541666686534882	0.541666686534882	TM, FACS	Mammary.endothelial cell	Sema7a
TM, FACS - Mammary.endothelial cell-Dll4	0.523809492588043	0.523809492588043	TM, FACS	Mammary.endothelial cell	Dll4
TM, FACS - Mammary.endothelial cell-Cyyr1	0.519480526447296	0.519480526447296	TM, FACS	Mammary.endothelial cell	Cyyr1
TM, FACS - Mammary.endothelial cell-Lmcd1	0.505494475364685	0.505494475364685	TM, FACS	Mammary.endothelial cell	Lmcd1
TM, FACS - Mammary.endothelial cell-Tnfaip8l1	0.504854381084442	0.504854381084442	TM, FACS	Mammary.endothelial cell	Tnfaip8l1
TM, FACS - Mammary.endothelial cell-Podxl	0.504065036773682	0.504065036773682	TM, FACS	Mammary.endothelial cell	Podxl
TM, FACS - Mammary.endothelial cell-Robo4	0.5	0.5	TM, FACS	Mammary.endothelial cell	Robo4
TM, FACS - Mammary.endothelial cell-C1qtnf9	0.493506520986557	0.493506520986557	TM, FACS	Mammary.endothelial cell	C1qtnf9
TM, FACS - Mammary.endothelial cell-Flt1	0.488888889551163	0.488888889551163	TM, FACS	Mammary.endothelial cell	Flt1
TM, FACS - Mammary.endothelial cell-Gpihbp1	0.482758641242981	0.482758641242981	TM, FACS	Mammary.endothelial cell	Gpihbp1
TM, FACS - Mammary.endothelial cell-Clic5	0.47887322306633	0.47887322306633	TM, FACS	Mammary.endothelial cell	Clic5
TM, FACS - Mammary.endothelial cell-Adcy4	0.476190507411957	0.476190507411957	TM, FACS	Mammary.endothelial cell	Adcy4
TM, FACS - Mammary.endothelial cell-Emcn	0.474074065685272	0.474074065685272	TM, FACS	Mammary.endothelial cell	Emcn
TM, FACS - Mammary.endothelial cell-Apold1	0.471794873476028	0.471794873476028	TM, FACS	Mammary.endothelial cell	Apold1
TM, 10X - Mammary.endothelial cell-Cdh5	0.821428596973419	0.951830506324768	TM, 10X	Mammary.endothelial cell	Cdh5
TM, 10X - Mammary.endothelial cell-Grrp1	0.723809540271759	0.876355767250061	TM, 10X	Mammary.endothelial cell	Grrp1
TM, 10X - Mammary.endothelial cell-Rasip1	0.617647051811218	0.924242377281189	TM, 10X	Mammary.endothelial cell	Rasip1
TM, 10X - Mammary.endothelial cell-Icam2	0.606896579265594	0.743529438972473	TM, 10X	Mammary.endothelial cell	Icam2
TM, 10X - Mammary.endothelial cell-Tie1	0.60550457239151	0.803652942180634	TM, 10X	Mammary.endothelial cell	Tie1
TM, 10X - Mammary.endothelial cell-Myct1	0.591836750507355	0.778301894664764	TM, 10X	Mammary.endothelial cell	Myct1
TM, 10X - Mammary.endothelial cell-Mmrn2	0.586666643619537	0.860655725002289	TM, 10X	Mammary.endothelial cell	Mmrn2
TM, 10X - Mammary.endothelial cell-Eltd1	0.576271176338196	0.834080696105957	TM, 10X	Mammary.endothelial cell	Eltd1
TM, 10X - Mammary.endothelial cell-Pecam1	0.566037714481354	0.913443863391876	TM, 10X	Mammary.endothelial cell	Pecam1
TM, 10X - Mammary.endothelial cell-Cd93	0.565789520740509	0.895397424697876	TM, 10X	Mammary.endothelial cell	Cd93
TM, 10X - Mammary.endothelial cell-Ptprb	0.561151087284088	0.865096390247345	TM, 10X	Mammary.endothelial cell	Ptprb
TM, 10X - Mammary.endothelial cell-Robo4	0.5	0.762135982513428	TM, 10X	Mammary.endothelial cell	Robo4
TM, 10X - Mammary.endothelial cell-C1qtnf9	0.493506520986557	0.739659309387207	TM, 10X	Mammary.endothelial cell	C1qtnf9
TM, 10X - Mammary.endothelial cell-Flt1	0.488888889551163	0.910602807998657	TM, 10X	Mammary.endothelial cell	Flt1
TM, 10X - Mammary.endothelial cell-Gpihbp1	0.482758641242981	0.783599019050598	TM, 10X	Mammary.endothelial cell	Gpihbp1
TM, 10X - Mammary.endothelial cell-Emcn	0.474074065685272	0.897703588008881	TM, 10X	Mammary.endothelial cell	Emcn
TM, 10X - Mammary.endothelial cell-Apold1	0.471794873476028	0.824858725070953	TM, 10X	Mammary.endothelial cell	Apold1
Seurat v3 - Mammary.endothelial cell-Cdh5	0.821428596973419	0.930158793926239	Seurat v3	Mammary.endothelial cell	Cdh5
Seurat v3 - Mammary.endothelial cell-Grrp1	0.723809540271759	0.84955757856369	Seurat v3	Mammary.endothelial cell	Grrp1
Seurat v3 - Mammary.endothelial cell-Sox17	0.660550475120544	0.686274528503418	Seurat v3	Mammary.endothelial cell	Sox17
Seurat v3 - Mammary.endothelial cell-Rasip1	0.617647051811218	0.862745106220245	Seurat v3	Mammary.endothelial cell	Rasip1
Seurat v3 - Mammary.endothelial cell-Icam2	0.606896579265594	0.698581576347351	Seurat v3	Mammary.endothelial cell	Icam2
Seurat v3 - Mammary.endothelial cell-Tie1	0.60550457239151	0.764168262481689	Seurat v3	Mammary.endothelial cell	Tie1
Seurat v3 - Mammary.endothelial cell-Myct1	0.591836750507355	0.743295073509216	Seurat v3	Mammary.endothelial cell	Myct1
Seurat v3 - Mammary.endothelial cell-Mmrn2	0.586666643619537	0.800000011920929	Seurat v3	Mammary.endothelial cell	Mmrn2
Seurat v3 - Mammary.endothelial cell-Eltd1	0.576271176338196	0.780141890048981	Seurat v3	Mammary.endothelial cell	Eltd1
Seurat v3 - Mammary.endothelial cell-Pecam1	0.566037714481354	0.837142825126648	Seurat v3	Mammary.endothelial cell	Pecam1
Seurat v3 - Mammary.endothelial cell-Cd93	0.565789520740509	0.808306753635406	Seurat v3	Mammary.endothelial cell	Cd93
Seurat v3 - Mammary.endothelial cell-Ptprb	0.561151087284088	0.791390717029572	Seurat v3	Mammary.endothelial cell	Ptprb
Seurat v3 - Mammary.endothelial cell-Gpr4	0.551020383834839	0.676982641220093	Seurat v3	Mammary.endothelial cell	Gpr4
Seurat v3 - Mammary.endothelial cell-Sema7a	0.541666686534882	0.649541258811951	Seurat v3	Mammary.endothelial cell	Sema7a
Seurat v3 - Mammary.endothelial cell-Robo4	0.5	0.716000020503998	Seurat v3	Mammary.endothelial cell	Robo4
Seurat v3 - Mammary.endothelial cell-C1qtnf9	0.493506520986557	0.700819671154022	Seurat v3	Mammary.endothelial cell	C1qtnf9
Seurat v3 - Mammary.endothelial cell-Flt1	0.488888889551163	0.793939411640167	Seurat v3	Mammary.endothelial cell	Flt1
Seurat v3 - Mammary.endothelial cell-Gpihbp1	0.482758641242981	0.720720708370209	Seurat v3	Mammary.endothelial cell	Gpihbp1
Seurat v3 - Mammary.endothelial cell-Adcy4	0.476190507411957	0.646258473396301	Seurat v3	Mammary.endothelial cell	Adcy4
Seurat v3 - Mammary.endothelial cell-Emcn	0.474074065685272	0.804560303688049	Seurat v3	Mammary.endothelial cell	Emcn
Seurat v3 - Mammary.endothelial cell-Apold1	0.471794873476028	0.734353244304657	Seurat v3	Mammary.endothelial cell	Apold1
TM, FACS - Mammary.stromal cell-Ifi205	0.930177509784698	0.930177509784698	TM, FACS	Mammary.stromal cell	Ifi205
TM, FACS - Mammary.stromal cell-Col6a3	0.928074181079865	0.928074181079865	TM, FACS	Mammary.stromal cell	Col6a3
TM, FACS - Mammary.stromal cell-Lama2	0.923076868057251	0.923076868057251	TM, FACS	Mammary.stromal cell	Lama2
TM, FACS - Mammary.stromal cell-Col1a1	0.919821858406067	0.919821858406067	TM, FACS	Mammary.stromal cell	Col1a1
TM, FACS - Mammary.stromal cell-Loxl2	0.912621319293976	0.912621319293976	TM, FACS	Mammary.stromal cell	Loxl2
TM, FACS - Mammary.stromal cell-Mnda	0.902761101722717	0.902761101722717	TM, FACS	Mammary.stromal cell	Mnda
TM, FACS - Mammary.stromal cell-Loxl1	0.898748576641083	0.898748576641083	TM, FACS	Mammary.stromal cell	Loxl1
TM, FACS - Mammary.stromal cell-Fxyd1	0.897727310657501	0.897727310657501	TM, FACS	Mammary.stromal cell	Fxyd1
TM, FACS - Mammary.stromal cell-Ifi204	0.896805942058563	0.896805942058563	TM, FACS	Mammary.stromal cell	Ifi204
TM, FACS - Mammary.stromal cell-Htra3	0.89241224527359	0.89241224527359	TM, FACS	Mammary.stromal cell	Htra3
TM, FACS - Mammary.stromal cell-Islr	0.884705901145935	0.884705901145935	TM, FACS	Mammary.stromal cell	Islr
TM, FACS - Mammary.stromal cell-Lrrc61	0.884615421295166	0.884615421295166	TM, FACS	Mammary.stromal cell	Lrrc61
TM, FACS - Mammary.stromal cell-Clec3b	0.883615732192993	0.883615732192993	TM, FACS	Mammary.stromal cell	Clec3b
TM, FACS - Mammary.stromal cell-AI607873	0.883018791675568	0.883018791675568	TM, FACS	Mammary.stromal cell	AI607873
TM, FACS - Mammary.stromal cell-Cd248	0.882352948188782	0.882352948188782	TM, FACS	Mammary.stromal cell	Cd248
TM, FACS - Mammary.stromal cell-Dpep1	0.877887845039368	0.877887845039368	TM, FACS	Mammary.stromal cell	Dpep1
TM, FACS - Mammary.stromal cell-Pdgfra	0.876513361930847	0.876513361930847	TM, FACS	Mammary.stromal cell	Pdgfra
TM, FACS - Mammary.stromal cell-Gpr133	0.872956037521362	0.872956037521362	TM, FACS	Mammary.stromal cell	Gpr133
TM, FACS - Mammary.stromal cell-Tnxb	0.86956524848938	0.86956524848938	TM, FACS	Mammary.stromal cell	Tnxb
TM, FACS - Mammary.stromal cell-Ctsk	0.867256581783295	0.867256581783295	TM, FACS	Mammary.stromal cell	Ctsk
TM, FACS - Mammary.stromal cell-Lpl	0.867039024829865	0.867039024829865	TM, FACS	Mammary.stromal cell	Lpl
TM, FACS - Mammary.stromal cell-Cpxm1	0.866348505020142	0.866348505020142	TM, FACS	Mammary.stromal cell	Cpxm1
TM, FACS - Mammary.stromal cell-Thbs2	0.863579452037811	0.863579452037811	TM, FACS	Mammary.stromal cell	Thbs2
TM, FACS - Mammary.stromal cell-Efemp1	0.863484978675842	0.863484978675842	TM, FACS	Mammary.stromal cell	Efemp1
TM, FACS - Mammary.stromal cell-Col5a3	0.86334615945816	0.86334615945816	TM, FACS	Mammary.stromal cell	Col5a3
TM, FACS - Mammary.stromal cell-Emilin2	0.863184094429016	0.863184094429016	TM, FACS	Mammary.stromal cell	Emilin2
TM, FACS - Mammary.stromal cell-Rarres2	0.863113939762115	0.863113939762115	TM, FACS	Mammary.stromal cell	Rarres2
TM, FACS - Mammary.stromal cell-Mfap5	0.862579345703125	0.862579345703125	TM, FACS	Mammary.stromal cell	Mfap5
TM, FACS - Mammary.stromal cell-Thy1	0.859649121761322	0.859649121761322	TM, FACS	Mammary.stromal cell	Thy1
TM, FACS - Mammary.stromal cell-Sgce	0.852258801460266	0.852258801460266	TM, FACS	Mammary.stromal cell	Sgce
TM, 10X - Mammary.stromal cell-Ifi205	0.930177509784698	0.854430377483368	TM, 10X	Mammary.stromal cell	Ifi205
TM, 10X - Mammary.stromal cell-Col6a3	0.928074181079865	0.81708300113678	TM, 10X	Mammary.stromal cell	Col6a3
TM, 10X - Mammary.stromal cell-Col1a1	0.919821858406067	0.890543580055237	TM, 10X	Mammary.stromal cell	Col1a1
TM, 10X - Mammary.stromal cell-Loxl1	0.898748576641083	0.789830505847931	TM, 10X	Mammary.stromal cell	Loxl1
TM, 10X - Mammary.stromal cell-Fxyd1	0.897727310657501	0.879137814044952	TM, 10X	Mammary.stromal cell	Fxyd1
TM, 10X - Mammary.stromal cell-Htra3	0.89241224527359	0.785834729671478	TM, 10X	Mammary.stromal cell	Htra3
TM, 10X - Mammary.stromal cell-Clec3b	0.883615732192993	0.847891509532928	TM, 10X	Mammary.stromal cell	Clec3b
TM, 10X - Mammary.stromal cell-Dpep1	0.877887845039368	0.848966538906097	TM, 10X	Mammary.stromal cell	Dpep1
TM, 10X - Mammary.stromal cell-Efemp1	0.863484978675842	0.823058426380157	TM, 10X	Mammary.stromal cell	Efemp1
TM, 10X - Mammary.stromal cell-Rarres2	0.863113939762115	0.892065763473511	TM, 10X	Mammary.stromal cell	Rarres2
TM, 10X - Mammary.stromal cell-Mfap5	0.862579345703125	0.844787657260895	TM, 10X	Mammary.stromal cell	Mfap5
TM, 10X - Mammary.stromal cell-Thy1	0.859649121761322	0.796837985515594	TM, 10X	Mammary.stromal cell	Thy1
Seurat v3 - Mammary.stromal cell-Ifi205	0.930177509784698	0.88414055109024	Seurat v3	Mammary.stromal cell	Ifi205
Seurat v3 - Mammary.stromal cell-Col6a3	0.928074181079865	0.855911910533905	Seurat v3	Mammary.stromal cell	Col6a3
Seurat v3 - Mammary.stromal cell-Col1a1	0.919821858406067	0.902275800704956	Seurat v3	Mammary.stromal cell	Col1a1
Seurat v3 - Mammary.stromal cell-Mnda	0.902761101722717	0.803476572036743	Seurat v3	Mammary.stromal cell	Mnda
Seurat v3 - Mammary.stromal cell-Loxl1	0.898748576641083	0.833170771598816	Seurat v3	Mammary.stromal cell	Loxl1
Seurat v3 - Mammary.stromal cell-Fxyd1	0.897727310657501	0.886645197868347	Seurat v3	Mammary.stromal cell	Fxyd1
Seurat v3 - Mammary.stromal cell-Ifi204	0.896805942058563	0.803459882736206	Seurat v3	Mammary.stromal cell	Ifi204
Seurat v3 - Mammary.stromal cell-Htra3	0.89241224527359	0.828889906406403	Seurat v3	Mammary.stromal cell	Htra3
Seurat v3 - Mammary.stromal cell-Islr	0.884705901145935	0.787003636360168	Seurat v3	Mammary.stromal cell	Islr
Seurat v3 - Mammary.stromal cell-Clec3b	0.883615732192993	0.862178087234497	Seurat v3	Mammary.stromal cell	Clec3b
Seurat v3 - Mammary.stromal cell-Dpep1	0.877887845039368	0.85833328962326	Seurat v3	Mammary.stromal cell	Dpep1
Seurat v3 - Mammary.stromal cell-Lpl	0.867039024829865	0.801830649375916	Seurat v3	Mammary.stromal cell	Lpl
Seurat v3 - Mammary.stromal cell-Efemp1	0.863484978675842	0.833958685398102	Seurat v3	Mammary.stromal cell	Efemp1
Seurat v3 - Mammary.stromal cell-Rarres2	0.863113939762115	0.880679309368134	Seurat v3	Mammary.stromal cell	Rarres2
Seurat v3 - Mammary.stromal cell-Mfap5	0.862579345703125	0.851901531219482	Seurat v3	Mammary.stromal cell	Mfap5
Seurat v3 - Mammary.stromal cell-Thy1	0.859649121761322	0.821134328842163	Seurat v3	Mammary.stromal cell	Thy1
TM, FACS - Marrow.B cell-Cd79a	0.951791763305664	0.951791763305664	TM, FACS	Marrow.B cell	Cd79a
TM, FACS - Marrow.B cell-Cd19	0.935492694377899	0.935492694377899	TM, FACS	Marrow.B cell	Cd19
TM, FACS - Marrow.B cell-Pou2af1	0.911456882953644	0.911456882953644	TM, FACS	Marrow.B cell	Pou2af1
TM, FACS - Marrow.B cell-Vpreb3	0.876784145832062	0.876784145832062	TM, FACS	Marrow.B cell	Vpreb3
TM, FACS - Marrow.B cell-Spib	0.869705975055695	0.869705975055695	TM, FACS	Marrow.B cell	Spib
TM, FACS - Marrow.B cell-Ly6d	0.855046808719635	0.855046808719635	TM, FACS	Marrow.B cell	Ly6d
TM, FACS - Marrow.B cell-Ebf1	0.837724506855011	0.837724506855011	TM, FACS	Marrow.B cell	Ebf1
TM, FACS - Marrow.B cell-Fcrla	0.837182402610779	0.837182402610779	TM, FACS	Marrow.B cell	Fcrla
TM, FACS - Marrow.B cell-Blnk	0.834951460361481	0.834951460361481	TM, FACS	Marrow.B cell	Blnk
TM, FACS - Marrow.B cell-Cd79b	0.820284605026245	0.820284605026245	TM, FACS	Marrow.B cell	Cd79b
TM, FACS - Marrow.B cell-Blk	0.813341557979584	0.813341557979584	TM, FACS	Marrow.B cell	Blk
TM, FACS - Marrow.B cell-Ets1	0.796447396278381	0.796447396278381	TM, FACS	Marrow.B cell	Ets1
TM, FACS - Marrow.B cell-Chst3	0.792679071426392	0.792679071426392	TM, FACS	Marrow.B cell	Chst3
TM, FACS - Marrow.B cell-2010001M09Rik	0.78577995300293	0.78577995300293	TM, FACS	Marrow.B cell	2010001M09Rik
TM, FACS - Marrow.B cell-Siglecg	0.780238509178162	0.780238509178162	TM, FACS	Marrow.B cell	Siglecg
TM, FACS - Marrow.B cell-Ppp1r16b	0.775585353374481	0.775585353374481	TM, FACS	Marrow.B cell	Ppp1r16b
TM, FACS - Marrow.B cell-Ikzf3	0.7718865275383	0.7718865275383	TM, FACS	Marrow.B cell	Ikzf3
TM, FACS - Marrow.B cell-Chchd10	0.766126990318298	0.766126990318298	TM, FACS	Marrow.B cell	Chchd10
TM, FACS - Marrow.B cell-Tnfrsf13c	0.762015104293823	0.762015104293823	TM, FACS	Marrow.B cell	Tnfrsf13c
TM, FACS - Marrow.B cell-Faim3	0.76084178686142	0.76084178686142	TM, FACS	Marrow.B cell	Faim3
TM, FACS - Marrow.B cell-Bach2	0.747972130775452	0.747972130775452	TM, FACS	Marrow.B cell	Bach2
TM, FACS - Marrow.B cell-Ms4a1	0.746692538261414	0.746692538261414	TM, FACS	Marrow.B cell	Ms4a1
TM, FACS - Marrow.B cell-Prkcb	0.74120956659317	0.74120956659317	TM, FACS	Marrow.B cell	Prkcb
TM, FACS - Marrow.B cell-Pyhin1	0.737858951091766	0.737858951091766	TM, FACS	Marrow.B cell	Pyhin1
